pressure_ratio,TIT_K,feasible,fuel_kg_min,air_kg_s,hole_radius_scale,hole_area_mm2,nozzle_radius_mm
1.057,577.0843111938244,False,13.769878046062837,25.16084071806716,inf,inf,334.818456890539
1.057,583.8754240354631,False,9.676523517748066,17.31826948729573,inf,inf,278.1324368833301
1.057,590.6665368771016,False,7.5441275105762875,13.230128293889063,inf,inf,243.41190067627844
1.057,597.4576497187403,False,6.236356565280324,10.720834360411473,inf,inf,219.4025143802459
1.057,604.248762560379,False,5.352712850716761,9.023608222886466,inf,inf,201.55402487632375
1.057,611.0398754020176,False,4.715907220027852,7.799017438316424,inf,inf,187.62958096559024
1.057,617.8309882436563,False,4.235375300594148,6.873669614284987,inf,inf,176.38478177877448
1.057,624.6221010852948,False,3.8600268797808823,6.149748154695405,inf,inf,167.06512367992158
1.057,631.4132139269336,False,3.5588522937641383,5.567881977336511,inf,inf,159.18309718401193
1.057,638.2043267685722,False,3.3119395312739948,5.0899471953480075,inf,inf,152.40787972629857
1.057,644.9954396102108,False,3.1059174610574396,4.690342889086408,inf,inf,146.5060492294098
1.057,651.7865524518495,False,2.931473918306436,4.351239325204665,inf,inf,141.30758887008523
1.057,658.5776652934882,False,2.78192418057415,4.059837212155568,inf,inf,136.68534910221157
1.057,665.3687781351268,False,2.65234537149683,3.80671045996712,inf,inf,132.54209367451665
1.057,672.1598909767654,False,2.539031909542188,3.584763600908335,inf,inf,128.80202817067607
1.057,678.951003818404,False,2.439141169779622,3.3885533849914644,inf,inf,125.40508651618312
1.057,685.7421166600427,False,2.350456107667336,3.213834306679295,inf,inf,122.30297369168899
1.057,692.5332295016814,False,2.2712221515442734,3.057246323775283,inf,inf,119.45636051432645
1.057,699.32434234332,False,2.2000325979392814,2.9160954380880666,inf,inf,116.83285408732456
1.057,706.1154551849586,False,2.1357464772987296,2.7881964428340487,inf,inf,114.40550261630528
1.057,712.9065680265974,False,2.0774286411397145,2.6717582144337864,inf,inf,112.15167594388213
1.057,719.6976808682359,False,2.0243053592616786,2.5652986993645146,inf,inf,110.05221512325873
1.057,726.4887937098746,False,1.9757309363846804,2.4675809984678647,inf,inf,108.09077783512272
1.057,733.2799065515132,False,1.9311622844766911,2.377564682990154,inf,inf,106.2533285038765
1.057,740.0710193931518,False,1.8901393233420858,2.294368269257303,inf,inf,104.52773678279952
1.057,746.8621322347906,False,1.8522697082862623,2.2172399778666607,inf,inf,102.90345820975075
1.057,753.6532450764291,False,1.8172168098841466,2.1455347192905982,inf,inf,101.37127787960145
1.057,760.4443579180678,False,1.784690165625628,2.078695812094418,inf,inf,99.92310295192901
1.057,767.2354707597065,False,1.7544378300495946,2.01624033597766,inf,inf,98.55179337094333
